"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
3080,02/20/2018 11:39:26 PM,,33.4,,,,,
3081,02/20/2018 11:41:54 PM,,33.5,,,,,
3082,02/20/2018 11:43:18 PM,,33.6,,,,,
3083,02/20/2018 11:45:34 PM,,33.7,,,,,
3084,02/20/2018 11:50:09 PM,,33.8,,,,,
3085,02/20/2018 11:52:41 PM,8.779,,,,,,
3086,02/20/2018 11:58:37 PM,,33.9,,,,,
3087,02/21/2018 12:01:33 AM,,34.0,,,,,
3088,02/21/2018 12:03:21 AM,,34.1,,,,,
3089,02/21/2018 12:05:14 AM,,34.2,,,,,
3090,02/21/2018 12:07:41 AM,8.680,,,,,,
3091,02/21/2018 12:08:26 AM,,34.3,,,,,
3092,02/21/2018 12:13:27 AM,,34.4,,,,,
3093,02/21/2018 12:22:41 AM,8.581,,,,,,
3094,02/21/2018 12:37:41 AM,8.282,,,,,,
3095,02/21/2018 12:52:41 AM,8.382,,,,,,
3096,02/21/2018 01:07:41 AM,8.481,,,,,,
3097,02/21/2018 01:22:41 AM,8.680,,,,,,
3098,02/21/2018 01:26:13 AM,,34.5,,,,,
3099,02/21/2018 01:37:41 AM,8.581,,,,,,
3100,02/21/2018 01:52:41 AM,8.481,,,,,,
3101,02/21/2018 02:07:41 AM,8.382,,,,,,
3102,02/21/2018 02:22:41 AM,8.382,,,,,,
3103,02/21/2018 02:37:41 AM,8.382,,,,,,
3104,02/21/2018 02:52:41 AM,8.382,,,,,,
3105,02/21/2018 03:07:41 AM,8.382,,,,,,
3106,02/21/2018 03:22:41 AM,8.382,,,,,,
3107,02/21/2018 03:37:41 AM,8.382,,,,,,
3108,02/21/2018 03:38:23 AM,,34.6,,,,,
3109,02/21/2018 03:52:41 AM,8.282,,,,,,
3110,02/21/2018 04:07:41 AM,8.182,,,,,,
3111,02/21/2018 04:22:41 AM,8.082,,,,,,
3112,02/21/2018 04:37:41 AM,8.182,,,,,,
3113,02/21/2018 04:52:41 AM,8.082,,,,,,
3114,02/21/2018 05:07:41 AM,8.082,,,,,,
3115,02/21/2018 05:22:41 AM,8.182,,,,,,
3116,02/21/2018 05:37:41 AM,8.282,,,,,,
3117,02/21/2018 05:52:41 AM,8.182,,,,,,
3118,02/21/2018 06:07:41 AM,7.682,,,,,,
3119,02/21/2018 06:22:41 AM,7.280,,,,,,
3120,02/21/2018 06:37:41 AM,6.775,,,,,,
3121,02/21/2018 06:52:41 AM,6.573,,,,,,
3122,02/21/2018 07:07:41 AM,6.370,,,,,,
3123,02/21/2018 07:22:41 AM,6.370,,,,,,
3124,02/21/2018 07:37:41 AM,6.775,,,,,,
3125,02/21/2018 07:52:41 AM,8.978,,,,,,
3126,02/21/2018 08:07:41 AM,10.357,,,,,,
3127,02/21/2018 08:22:41 AM,11.334,,,,,,
3128,02/21/2018 08:37:41 AM,11.625,,,,,,
3129,02/21/2018 08:52:41 AM,11.722,,,,,,
3130,02/21/2018 09:07:41 AM,11.722,,,,,,
3131,02/21/2018 09:22:41 AM,11.916,,,,,,
3132,02/21/2018 09:37:41 AM,14.613,,,,,,
3133,02/21/2018 09:52:41 AM,18.426,,,,,,
3134,02/21/2018 10:07:41 AM,18.996,,,,,,
3135,02/21/2018 10:22:41 AM,17.855,,,,,,
3136,02/21/2018 10:37:41 AM,18.616,,,,,,
3137,02/21/2018 10:52:41 AM,20.329,,,,,,
3138,02/21/2018 11:07:41 AM,21.855,,,,,,
3139,02/21/2018 11:22:41 AM,18.140,,,,,,
3140,02/21/2018 11:37:41 AM,19.948,,,,,,
3141,02/21/2018 11:52:41 AM,18.616,,,,,,
3142,02/21/2018 12:07:41 PM,19.853,,,,,,
3143,02/21/2018 12:22:41 PM,20.805,,,,,,
3144,02/21/2018 12:37:41 PM,21.473,,,,,,
3145,02/21/2018 12:52:41 PM,19.377,,,,,,
3146,02/21/2018 01:07:41 PM,16.332,,,,,,
3147,02/21/2018 01:22:41 PM,14.996,,,,,,
3148,02/21/2018 01:37:41 PM,16.999,,,,,,
3149,02/21/2018 01:52:41 PM,16.046,,,,,,
3150,02/21/2018 02:07:41 PM,14.230,,,,,,
3151,02/21/2018 02:22:41 PM,14.230,,,,,,
3152,02/21/2018 02:37:41 PM,13.750,,,,,,
3153,02/21/2018 02:52:41 PM,13.269,,,,,,
3154,02/21/2018 03:07:41 PM,12.013,,,,,,
3155,02/21/2018 03:22:41 PM,12.207,,,,,,
3156,02/21/2018 03:37:41 PM,11.819,,,,,,
3157,02/21/2018 03:52:41 PM,11.236,,,,,,
3158,02/21/2018 04:07:41 PM,11.139,,,,,,
3159,02/21/2018 04:22:41 PM,10.651,,,,,,
3160,02/21/2018 04:37:41 PM,10.161,,,,,,
3161,02/21/2018 04:52:41 PM,10.161,,,,,,
3162,02/21/2018 05:07:41 PM,10.161,,,,,,
3163,02/21/2018 05:22:41 PM,10.259,,,,,,
3164,02/21/2018 05:37:41 PM,10.553,,,,,,
3165,02/21/2018 05:52:41 PM,10.651,,,,,,
3166,02/21/2018 06:07:41 PM,10.455,,,,,,
3167,02/21/2018 06:22:41 PM,10.161,,,,,,
3168,02/21/2018 06:37:41 PM,9.965,,,,,,
3169,02/21/2018 06:52:41 PM,9.669,,,,,,
3170,02/21/2018 07:07:41 PM,9.472,,,,,,
3171,02/21/2018 07:22:41 PM,9.472,,,,,,
3172,02/21/2018 07:37:41 PM,9.472,,,,,,
3173,02/21/2018 07:52:41 PM,9.472,,,,,,
3174,02/21/2018 08:07:41 PM,9.571,,,,,,
3175,02/21/2018 08:22:41 PM,9.571,,,,,,
3176,02/21/2018 08:37:41 PM,9.571,,,,,,
3177,02/21/2018 08:52:41 PM,9.571,,,,,,
3178,02/21/2018 09:07:41 PM,9.472,,,,,,
3179,02/21/2018 09:22:41 PM,9.373,,,,,,
3180,02/21/2018 09:37:41 PM,8.779,,,,,,
3181,02/21/2018 09:52:41 PM,8.779,,,,,,
3182,02/21/2018 10:07:41 PM,8.879,,,,,,
3183,02/21/2018 10:22:41 PM,8.978,,,,,,
3184,02/21/2018 10:37:41 PM,8.978,,,,,,
3185,02/21/2018 10:52:41 PM,8.978,,,,,,
3186,02/21/2018 11:07:41 PM,8.879,,,,,,
3187,02/21/2018 11:22:41 PM,8.779,,,,,,
3188,02/21/2018 11:37:41 PM,8.779,,,,,,
3189,02/21/2018 11:52:41 PM,8.879,,,,,,
3190,02/22/2018 12:07:41 AM,8.879,,,,,,
3191,02/22/2018 12:22:41 AM,8.382,,,,,,
3192,02/22/2018 12:37:41 AM,7.782,,,,,,
3193,02/22/2018 12:52:41 AM,7.381,,,,,,
3194,02/22/2018 01:07:41 AM,6.877,,,,,,
3195,02/22/2018 01:22:41 AM,6.573,,,,,,
3196,02/22/2018 01:37:41 AM,6.268,,,,,,
3197,02/22/2018 01:52:41 AM,5.962,,,,,,
3198,02/22/2018 02:07:41 AM,6.166,,,,,,
3199,02/22/2018 02:22:41 AM,6.674,,,,,,
3200,02/22/2018 02:37:41 AM,7.179,,,,,,
3201,02/22/2018 02:52:41 AM,7.582,,,,,,
3202,02/22/2018 03:07:41 AM,7.782,,,,,,
3203,02/22/2018 03:22:41 AM,7.882,,,,,,
3204,02/22/2018 03:37:41 AM,7.983,,,,,,
3205,02/22/2018 03:52:41 AM,8.481,,,,,,
3206,02/22/2018 04:07:41 AM,8.680,,,,,,
3207,02/22/2018 04:22:41 AM,8.382,,,,,,
3208,02/22/2018 04:37:41 AM,8.082,,,,,,
3209,02/22/2018 04:52:41 AM,7.983,,,,,,
3210,02/22/2018 05:07:41 AM,7.882,,,,,,
3211,02/22/2018 05:10:29 AM,,34.7,,,,,
3212,02/22/2018 05:22:41 AM,7.782,,,,,,
3213,02/22/2018 05:37:41 AM,7.782,,,,,,
3214,02/22/2018 05:52:41 AM,7.782,,,,,,
3215,02/22/2018 05:58:18 AM,,34.8,,,,,
3216,02/22/2018 06:02:42 AM,,34.9,,,,,
3217,02/22/2018 06:06:36 AM,,35.0,,,,,
3218,02/22/2018 06:07:41 AM,7.882,,,,,,
3219,02/22/2018 06:09:20 AM,,35.1,,,,,
3220,02/22/2018 06:12:48 AM,,35.2,,,,,
3221,02/22/2018 06:15:15 AM,,35.3,,,,,
3222,02/22/2018 06:16:55 AM,,35.4,,,,,
3223,02/22/2018 06:18:11 AM,,35.5,,,,,
3224,02/22/2018 06:19:30 AM,,35.6,,,,,
3225,02/22/2018 06:20:49 AM,,35.7,,,,,
3226,02/22/2018 06:22:22 AM,,35.8,,,,,
3227,02/22/2018 06:22:41 AM,7.882,,,,,,
3228,02/22/2018 06:24:22 AM,,35.9,,,,,
3229,02/22/2018 06:26:41 AM,,36.0,,,,,
3230,02/22/2018 06:29:02 AM,,36.1,,,,,
3231,02/22/2018 06:31:02 AM,,36.2,,,,,
3232,02/22/2018 06:33:18 AM,,36.3,,,,,
3233,02/22/2018 06:36:05 AM,,36.4,,,,,
3234,02/22/2018 06:37:41 AM,7.882,,,,,,
3235,02/22/2018 06:38:30 AM,,36.5,,,,,
3236,02/22/2018 06:40:27 AM,,36.6,,,,,
3237,02/22/2018 06:42:27 AM,,36.7,,,,,
3238,02/22/2018 06:44:47 AM,,36.8,,,,,
3239,02/22/2018 06:47:59 AM,,36.9,,,,,
3240,02/22/2018 06:52:02 AM,,37.0,,,,,
3241,02/22/2018 06:52:41 AM,7.882,,,,,,
3242,02/22/2018 06:56:59 AM,,37.1,,,,,
3243,02/22/2018 07:00:48 AM,,37.2,,,,,
3244,02/22/2018 07:04:50 AM,,37.3,,,,,
3245,02/22/2018 07:07:41 AM,7.983,,,,,,
3246,02/22/2018 07:07:43 AM,,37.4,,,,,
3247,02/22/2018 07:09:54 AM,,37.5,,,,,
3248,02/22/2018 07:11:39 AM,,37.6,,,,,
3249,02/22/2018 07:13:01 AM,,37.7,,,,,
3250,02/22/2018 07:14:16 AM,,37.8,,,,,
3251,02/22/2018 07:15:34 AM,,37.9,,,,,
3252,02/22/2018 07:16:53 AM,,38.0,,,,,
3253,02/22/2018 07:18:15 AM,,38.1,,,,,
3254,02/22/2018 07:19:46 AM,,38.2,,,,,
3255,02/22/2018 07:21:34 AM,,38.3,,,,,
3256,02/22/2018 07:22:41 AM,8.082,,,,,,
3257,02/22/2018 07:24:47 AM,,38.4,,,,,
3258,02/22/2018 07:27:52 AM,,38.5,,,,,
3259,02/22/2018 07:31:38 AM,,38.6,,,,,
3260,02/22/2018 07:36:52 AM,,38.7,,,,,
3261,02/22/2018 07:37:41 AM,8.282,,,,,,
3262,02/22/2018 07:44:50 AM,,38.8,,,,,
3263,02/22/2018 07:52:41 AM,8.680,,,,,,
3264,02/22/2018 08:07:41 AM,9.373,,,,,,
3265,02/22/2018 08:22:41 AM,12.013,,,,,,
3266,02/22/2018 08:37:41 AM,13.461,,,,,,
3267,02/22/2018 08:52:41 AM,14.230,,,,,,
3268,02/22/2018 09:07:41 AM,14.613,,,,,,
3269,02/22/2018 09:22:41 AM,14.900,,,,,,
3270,02/22/2018 09:37:41 AM,15.473,,,,,,
3271,02/22/2018 09:52:41 AM,16.523,,,,,,
3272,02/22/2018 10:07:41 AM,16.046,,,,,,
3273,02/22/2018 10:22:41 AM,16.237,,,,,,
3274,02/22/2018 10:37:41 AM,16.618,,,,,,
3275,02/22/2018 10:52:41 AM,19.758,,,,,,
3276,02/22/2018 11:07:41 AM,20.996,,,,,,
3277,02/22/2018 11:22:41 AM,18.901,,,,,,
3278,02/22/2018 11:37:41 AM,17.475,,,,,,
3279,02/22/2018 11:52:41 AM,16.427,,,,,,
3280,02/22/2018 12:07:41 PM,19.282,,,,,,
3281,02/22/2018 12:22:41 PM,20.710,,,,,,
3282,02/22/2018 12:37:41 PM,19.567,,,,,,
3283,02/22/2018 12:52:41 PM,19.472,,,,,,
3284,02/22/2018 01:07:41 PM,18.426,,,,,,
3285,02/22/2018 01:22:41 PM,18.426,,,,,,
3286,02/22/2018 01:37:41 PM,17.379,,,,,,
3287,02/22/2018 01:52:41 PM,16.808,,,,,,
3288,02/22/2018 02:07:41 PM,17.284,,,,,,
3289,02/22/2018 02:20:30 PM,,38.9,,,,,
3290,02/22/2018 02:22:41 PM,18.711,,,,,,
3291,02/22/2018 02:37:41 PM,18.236,,,,,,
3292,02/22/2018 02:52:41 PM,16.141,,,,,,
3293,02/22/2018 03:07:41 PM,16.618,,,,,,
3294,02/22/2018 03:22:41 PM,15.760,,,,,,
3295,02/22/2018 03:37:41 PM,14.613,,,,,,
3296,02/22/2018 03:52:41 PM,13.461,,,,,,
3297,02/22/2018 04:07:41 PM,12.787,,,,,,
3298,02/22/2018 04:22:41 PM,11.916,,,,,,
3299,02/22/2018 04:37:41 PM,12.013,,,,,,
3300,02/22/2018 04:52:41 PM,12.207,,,,,,
3301,02/22/2018 05:07:41 PM,11.722,,,,,,
3302,02/22/2018 05:22:41 PM,11.334,,,,,,
3303,02/22/2018 05:37:41 PM,11.236,,,,,,
3304,02/22/2018 05:52:41 PM,11.041,,,,,,
3305,02/22/2018 06:07:41 PM,10.846,,,,,,
3306,02/22/2018 06:22:41 PM,10.748,,,,,,
3307,02/22/2018 06:37:41 PM,10.553,,,,,,
3308,02/22/2018 06:52:41 PM,10.357,,,,,,
3309,02/22/2018 07:07:41 PM,10.259,,,,,,
3310,02/22/2018 07:22:41 PM,10.161,,,,,,
3311,02/22/2018 07:37:41 PM,10.063,,,,,,
3312,02/22/2018 07:52:41 PM,10.063,,,,,,
3313,02/22/2018 08:07:41 PM,10.063,,,,,,
3314,02/22/2018 08:22:41 PM,9.965,,,,,,
3315,02/22/2018 08:37:41 PM,10.063,,,,,,
3316,02/22/2018 08:52:41 PM,9.965,,,,,,
3317,02/22/2018 09:07:41 PM,10.063,,,,,,
3318,02/22/2018 09:22:41 PM,9.965,,,,,,
3319,02/22/2018 09:37:41 PM,9.965,,,,,,
3320,02/22/2018 09:43:44 PM,,39.0,,,,,
3321,02/22/2018 09:52:41 PM,9.866,,,,,,
3322,02/22/2018 10:07:41 PM,9.965,,,,,,
3323,02/22/2018 10:22:41 PM,9.768,,,,,,
3324,02/22/2018 10:37:41 PM,9.669,,,,,,
3325,02/22/2018 10:52:41 PM,9.669,,,,,,
3326,02/22/2018 11:07:41 PM,9.669,,,,,,
3327,02/22/2018 11:22:41 PM,9.768,,,,,,
3328,02/22/2018 11:37:41 PM,9.768,,,,,,
3329,02/22/2018 11:52:41 PM,9.768,,,,,,
3330,02/23/2018 12:07:41 AM,9.768,,,,,,
3331,02/23/2018 12:22:41 AM,9.768,,,,,,
3332,02/23/2018 12:37:41 AM,9.768,,,,,,
3333,02/23/2018 12:52:41 AM,9.669,,,,,,
3334,02/23/2018 01:07:41 AM,9.669,,,,,,
3335,02/23/2018 01:22:41 AM,9.669,,,,,,
3336,02/23/2018 01:37:41 AM,9.571,,,,,,
3337,02/23/2018 01:52:41 AM,9.571,,,,,,
3338,02/23/2018 02:07:41 AM,9.571,,,,,,
3339,02/23/2018 02:22:41 AM,9.571,,,,,,
3340,02/23/2018 02:37:41 AM,9.472,,,,,,
3341,02/23/2018 02:52:41 AM,9.472,,,,,,
3342,02/23/2018 03:07:41 AM,9.373,,,,,,
3343,02/23/2018 03:22:41 AM,9.275,,,,,,
3344,02/23/2018 03:37:41 AM,9.176,,,,,,
3345,02/23/2018 03:52:41 AM,9.275,,,,,,
3346,02/23/2018 04:07:41 AM,9.275,,,,,,
3347,02/23/2018 04:22:41 AM,9.176,,,,,,
3348,02/23/2018 04:37:41 AM,9.176,,,,,,
3349,02/23/2018 04:52:41 AM,9.176,,,,,,
3350,02/23/2018 05:07:41 AM,9.077,,,,,,
3351,02/23/2018 05:22:41 AM,9.077,,,,,,
3352,02/23/2018 05:37:41 AM,8.978,,,,,,
3353,02/23/2018 05:52:41 AM,8.879,,,,,,
3354,02/23/2018 06:07:41 AM,8.779,,,,,,
3355,02/23/2018 06:22:41 AM,8.779,,,,,,
3356,02/23/2018 06:37:41 AM,8.779,,,,,,
3357,02/23/2018 06:52:41 AM,8.879,,,,,,
3358,02/23/2018 07:07:41 AM,9.077,,,,,,
3359,02/23/2018 07:22:41 AM,9.472,,,,,,
3360,02/23/2018 07:37:41 AM,9.965,,,,,,
3361,02/23/2018 07:52:41 AM,11.041,,,,,,
3362,02/23/2018 08:07:41 AM,12.304,,,,,,
3363,02/23/2018 08:22:41 AM,12.883,,,,,,
3364,02/23/2018 08:37:41 AM,13.558,,,,,,
3365,02/23/2018 08:52:41 AM,14.613,,,,,,
3366,02/23/2018 09:07:41 AM,15.760,,,,,,
3367,02/23/2018 09:22:41 AM,15.760,,,,,,
3368,02/23/2018 09:37:41 AM,15.473,,,,,,
3369,02/23/2018 09:52:41 AM,14.804,,,,,,
3370,02/23/2018 09:55:31 AM,,39.1,,,,,
3371,02/23/2018 10:07:41 AM,13.846,,,,,,
3372,02/23/2018 10:22:41 AM,16.427,,,,,,
3373,02/23/2018 10:37:41 AM,17.284,,,,,,
3374,02/23/2018 10:52:41 AM,21.282,,,,,,
3375,02/23/2018 11:07:41 AM,19.853,,,,,,
3376,02/23/2018 11:22:41 AM,17.855,,,,,,
3377,02/23/2018 11:37:41 AM,22.333,,,,,,
3378,02/23/2018 11:52:41 AM,22.621,,,,,,
3379,02/23/2018 12:07:41 PM,20.329,,,,,,
3380,02/23/2018 12:22:41 PM,22.238,,,,,,
3381,02/23/2018 12:37:41 PM,22.238,,,,,,
3382,02/23/2018 12:52:41 PM,20.138,,,,,,
3383,02/23/2018 01:07:41 PM,20.043,,,,,,
3384,02/23/2018 01:22:41 PM,21.473,,,,,,
3385,02/23/2018 01:37:41 PM,19.758,,,,,,
3386,02/23/2018 01:52:41 PM,21.187,,,,,,
3387,02/23/2018 02:07:41 PM,21.473,,,,,,
3388,02/23/2018 02:22:41 PM,21.473,,,,,,
3389,02/23/2018 02:37:41 PM,19.567,,,,,,
3390,02/23/2018 02:52:41 PM,18.616,,,,,,
3391,02/23/2018 03:07:41 PM,19.853,,,,,,
3392,02/23/2018 03:22:41 PM,16.523,,,,,,
3393,02/23/2018 03:37:41 PM,15.473,,,,,,
3394,02/23/2018 03:52:41 PM,16.046,,,,,,
3395,02/23/2018 04:07:41 PM,16.237,,,,,,
3396,02/23/2018 04:22:41 PM,13.942,,,,,,
3397,02/23/2018 04:37:41 PM,13.654,,,,,,
3398,02/23/2018 04:52:41 PM,12.690,,,,,,
3399,02/23/2018 05:07:41 PM,11.916,,,,,,
3400,02/23/2018 05:22:41 PM,11.625,,,,,,
3401,02/23/2018 05:37:41 PM,11.334,,,,,,
3402,02/23/2018 05:52:41 PM,10.944,,,,,,
3403,02/23/2018 06:07:41 PM,10.748,,,,,,
3404,02/23/2018 06:22:41 PM,10.455,,,,,,
3405,02/23/2018 06:37:41 PM,10.259,,,,,,
3406,02/23/2018 06:52:41 PM,10.161,,,,,,
3407,02/23/2018 07:07:41 PM,9.965,,,,,,
3408,02/23/2018 07:22:41 PM,9.866,,,,,,
3409,02/23/2018 07:37:41 PM,9.768,,,,,,
3410,02/23/2018 07:52:41 PM,9.768,,,,,,
3411,02/23/2018 08:07:41 PM,9.768,,,,,,
3412,02/23/2018 08:22:41 PM,9.669,,,,,,
3413,02/23/2018 08:37:41 PM,9.768,,,,,,
3414,02/23/2018 08:52:41 PM,9.768,,,,,,
3415,02/23/2018 09:07:41 PM,9.768,,,,,,
3416,02/23/2018 09:22:41 PM,9.768,,,,,,
3417,02/23/2018 09:37:41 PM,9.669,,,,,,
3418,02/23/2018 09:52:41 PM,9.571,,,,,,
3419,02/23/2018 10:07:41 PM,9.571,,,,,,
3420,02/23/2018 10:22:41 PM,9.571,,,,,,
3421,02/23/2018 10:37:41 PM,9.571,,,,,,
3422,02/23/2018 10:52:41 PM,9.571,,,,,,
3423,02/23/2018 11:07:41 PM,9.472,,,,,,
3424,02/23/2018 11:22:41 PM,9.472,,,,,,
3425,02/23/2018 11:37:41 PM,9.373,,,,,,
3426,02/23/2018 11:52:41 PM,9.275,,,,,,
3427,02/24/2018 12:07:41 AM,9.176,,,,,,
3428,02/24/2018 12:22:41 AM,8.978,,,,,,
3429,02/24/2018 12:37:41 AM,8.879,,,,,,
3430,02/24/2018 12:52:41 AM,8.779,,,,,,
3431,02/24/2018 01:07:41 AM,8.382,,,,,,
3432,02/24/2018 01:22:41 AM,7.983,,,,,,
3433,02/24/2018 01:37:41 AM,7.782,,,,,,
3434,02/24/2018 01:52:41 AM,7.682,,,,,,
3435,02/24/2018 02:07:41 AM,7.381,,,,,,
3436,02/24/2018 02:22:41 AM,7.381,,,,,,
3437,02/24/2018 02:37:41 AM,7.280,,,,,,
3438,02/24/2018 02:52:41 AM,7.381,,,,,,
3439,02/24/2018 03:07:41 AM,7.381,,,,,,
3440,02/24/2018 03:22:41 AM,7.179,,,,,,
3441,02/24/2018 03:37:41 AM,7.381,,,,,,
3442,02/24/2018 03:52:41 AM,7.582,,,,,,
3443,02/24/2018 04:07:41 AM,7.582,,,,,,
3444,02/24/2018 04:22:41 AM,7.582,,,,,,
3445,02/24/2018 04:37:41 AM,7.582,,,,,,
3446,02/24/2018 04:52:41 AM,7.481,,,,,,
3447,02/24/2018 04:56:19 AM,,39.2,,,,,
3448,02/24/2018 05:07:41 AM,7.481,,,,,,
3449,02/24/2018 05:08:44 AM,,39.3,,,,,
3450,02/24/2018 05:22:41 AM,7.280,,,,,,
3451,02/24/2018 05:37:41 AM,7.481,,,,,,
3452,02/24/2018 05:52:41 AM,7.481,,,,,,
3453,02/24/2018 06:07:10 AM,,39.4,,,,,
3454,02/24/2018 06:07:41 AM,7.481,,,,,,
3455,02/24/2018 06:22:41 AM,7.481,,,,,,
3456,02/24/2018 06:37:41 AM,7.582,,,,,,
3457,02/24/2018 06:52:41 AM,7.782,,,,,,
3458,02/24/2018 07:07:41 AM,8.082,,,,,,
3459,02/24/2018 07:22:41 AM,8.581,,,,,,
3460,02/24/2018 07:37:41 AM,9.176,,,,,,
3461,02/24/2018 07:52:41 AM,9.965,,,,,,
3462,02/24/2018 08:07:41 AM,12.013,,,,,,
3463,02/24/2018 08:22:41 AM,13.173,,,,,,
3464,02/24/2018 08:37:41 AM,14.230,,,,,,
3465,02/24/2018 08:52:41 AM,15.187,,,,,,
3466,02/24/2018 08:54:23 AM,,39.5,,,,,
3467,02/24/2018 09:07:41 AM,16.523,,,,,,
3468,02/24/2018 09:22:41 AM,15.569,,,,,,
3469,02/24/2018 09:37:41 AM,13.558,,,,,,
3470,02/24/2018 09:51:38 AM,,39.6,,,,,
3471,02/24/2018 09:52:41 AM,12.207,,,,,,
3472,02/24/2018 10:07:41 AM,12.497,,,,,,
3473,02/24/2018 10:22:41 AM,17.379,,,,,,
3474,02/24/2018 10:37:41 AM,16.903,,,,,,
3475,02/24/2018 10:52:41 AM,16.046,,,,,,
3476,02/24/2018 11:07:41 AM,18.045,,,,,,
3477,02/24/2018 11:22:41 AM,19.948,,,,,,
3478,02/24/2018 11:37:41 AM,19.472,,,,,,
3479,02/24/2018 11:52:41 AM,20.043,,,,,,
3480,02/24/2018 12:07:41 PM,16.713,,,,,,
3481,02/24/2018 12:22:41 PM,14.613,,,,,,
3482,02/24/2018 12:28:24 PM,,39.7,,,,,
3483,02/24/2018 12:31:08 PM,,39.8,,,,,
3484,02/24/2018 12:34:05 PM,,39.9,,,,,
3485,02/24/2018 12:37:41 PM,13.750,,,,,,
3486,02/24/2018 12:39:36 PM,,40.0,,,,,
3487,02/24/2018 12:52:41 PM,14.900,,,,,,
3488,02/24/2018 01:07:41 PM,18.616,,,,,,
3489,02/24/2018 01:22:41 PM,17.189,,,,,,
3490,02/24/2018 01:37:41 PM,19.187,,,,,,
3491,02/24/2018 01:52:41 PM,19.662,,,,,,
3492,02/24/2018 02:07:41 PM,20.996,,,,,,
3493,02/24/2018 02:22:41 PM,20.043,,,,,,
3494,02/24/2018 02:37:41 PM,18.901,,,,,,
3495,02/24/2018 02:52:41 PM,18.140,,,,,,
3496,02/24/2018 03:07:41 PM,16.808,,,,,,
3497,02/24/2018 03:22:41 PM,15.664,,,,,,
3498,02/24/2018 03:37:41 PM,14.613,,,,,,
3499,02/24/2018 03:52:41 PM,13.558,,,,,,
3500,02/24/2018 04:07:41 PM,12.980,,,,,,
3501,02/24/2018 04:22:41 PM,13.173,,,,,,
3502,02/24/2018 04:37:41 PM,12.787,,,,,,
3503,02/24/2018 04:52:41 PM,12.304,,,,,,
3504,02/24/2018 05:07:41 PM,11.916,,,,,,
3505,02/24/2018 05:22:41 PM,11.625,,,,,,
3506,02/24/2018 05:37:41 PM,11.334,,,,,,
3507,02/24/2018 05:52:41 PM,11.139,,,,,,
3508,02/24/2018 06:07:41 PM,10.651,,,,,,
3509,02/24/2018 06:22:41 PM,10.357,,,,,,
3510,02/24/2018 06:37:41 PM,10.161,,,,,,
3511,02/24/2018 06:52:41 PM,9.866,,,,,,
3512,02/24/2018 07:07:41 PM,9.571,,,,,,
3513,02/24/2018 07:22:41 PM,9.472,,,,,,
3514,02/24/2018 07:37:41 PM,8.978,,,,,,
3515,02/24/2018 07:52:41 PM,8.779,,,,,,
3516,02/24/2018 08:07:41 PM,8.581,,,,,,
3517,02/24/2018 08:22:41 PM,8.282,,,,,,
3518,02/24/2018 08:37:41 PM,7.882,,,,,,
3519,02/24/2018 08:52:41 PM,7.582,,,,,,
3520,02/24/2018 09:07:41 PM,8.082,,,,,,
3521,02/24/2018 09:22:41 PM,8.082,,,,,,
3522,02/24/2018 09:37:41 PM,7.682,,,,,,
3523,02/24/2018 09:52:41 PM,7.782,,,,,,
3524,02/24/2018 10:07:41 PM,7.882,,,,,,
3525,02/24/2018 10:22:41 PM,7.381,,,,,,
3526,02/24/2018 10:37:41 PM,7.280,,,,,,
3527,02/24/2018 10:52:41 PM,7.079,,,,,,
3528,02/24/2018 11:07:41 PM,6.674,,,,,,
3529,02/24/2018 11:22:41 PM,6.370,,,,,,
3530,02/24/2018 11:37:41 PM,5.962,,,,,,
3531,02/24/2018 11:52:41 PM,5.141,,,,,,
3532,02/25/2018 12:07:41 AM,4.519,,,,,,
3533,02/25/2018 12:22:41 AM,3.893,,,,,,
3534,02/25/2018 12:37:41 AM,3.472,,,,,,
3535,02/25/2018 12:52:41 AM,4.311,,,,,,
3536,02/25/2018 01:07:41 AM,4.311,,,,,,
3537,02/25/2018 01:22:41 AM,3.893,,,,,,
3538,02/25/2018 01:37:41 AM,4.102,,,,,,
3539,02/25/2018 01:52:41 AM,3.893,,,,,,
3540,02/25/2018 02:07:41 AM,3.998,,,,,,
3541,02/25/2018 02:22:41 AM,3.998,,,,,,
3542,02/25/2018 02:37:41 AM,3.893,,,,,,
3543,02/25/2018 02:52:41 AM,3.893,,,,,,
3544,02/25/2018 03:07:41 AM,3.893,,,,,,
3545,02/25/2018 03:22:41 AM,3.998,,,,,,
3546,02/25/2018 03:37:41 AM,3.893,,,,,,
3547,02/25/2018 03:52:41 AM,3.472,,,,,,
3548,02/25/2018 04:07:41 AM,3.578,,,,,,
3549,02/25/2018 04:22:41 AM,3.155,,,,,,
3550,02/25/2018 04:37:41 AM,3.049,,,,,,
3551,02/25/2018 04:52:41 AM,3.155,,,,,,
3552,02/25/2018 05:07:41 AM,3.788,,,,,,
3553,02/25/2018 05:22:41 AM,3.788,,,,,,
3554,02/25/2018 05:37:41 AM,3.893,,,,,,
3555,02/25/2018 05:52:41 AM,3.998,,,,,,
3556,02/25/2018 06:07:41 AM,4.102,,,,,,
3557,02/25/2018 06:22:41 AM,4.519,,,,,,
3558,02/25/2018 06:37:41 AM,4.727,,,,,,
